Date,Sentiment,Close
2026-03-11,0.15,11.779999732971191
2026-03-10,-0.35,11.65999984741211
2026-03-09,0.2333,11.460000038146973
2026-03-06,0.556,11.760000228881836
2026-03-05,-0.0875,11.699999809265137
2026-03-04,0.276,11.65999984741211
2026-03-03,0.046,11.84000015258789
2026-03-02,0.1,11.720000267028809
2026-02-27,0.2082,11.960000038146973
2026-02-26,0.39,12.0
2026-02-25,0.86,12.359999656677246
2026-02-24,0.4843,12.380000114440918
2026-02-23,0.4,12.199999809265137
2026-02-17,0.1,12.199999809265137
2026-02-16,0.3,11.9399995803833
2026-02-14,0.0,11.9399995803833
2026-02-13,0.3,12.0600004196167
2026-02-12,0.1667,12.140000343322754
2026-02-11,0.462,12.260000228881836
2026-02-10,0.3625,12.0
2026-02-09,0.48,12.0600004196167
2026-02-05,0.15,11.9399995803833
2026-02-04,0.4,11.9399995803833
2026-02-03,0.43,11.9399995803833
2026-01-31,0.7,11.9399995803833
2026-01-30,0.2,11.800000190734863
2026-01-27,0.7,11.760000228881836
2026-01-26,0.425,11.5
2026-01-23,0.35,11.359999656677246
2026-01-22,0.7,11.220000267028809
2026-01-21,0.4117,11.100000381469727
2026-01-20,0.665,11.0600004196167
2026-01-16,0.32,11.15999984741211
2026-01-15,0.6,11.100000381469727
2026-01-14,0.625,11.039999961853027
2026-01-13,0.4,11.0600004196167
2026-01-12,0.325,10.9399995803833
2026-01-09,-0.1,10.859999656677246
2026-01-08,0.35,10.640000343322754
2026-01-07,0.15,10.680000305175781
2026-01-06,0.35,10.699999809265137
2026-01-05,0.3125,10.5600004196167
2026-01-02,0.45,10.4399995803833
2025-12-31,0.43,10.479999542236328
2025-12-30,0.4,10.5
2025-12-29,0.4,10.4399995803833
2025-12-24,0.0025,10.479999542236328
2025-12-23,0.86,10.539999961853027
2025-12-22,0.4,10.479999542236328
2025-12-18,0.15,10.300000190734863
2025-12-17,0.4,10.300000190734863
2025-12-16,0.3,10.359999656677246
2025-12-12,0.3825,10.300000190734863
2025-12-05,-0.1,10.180000305175781
2025-12-04,0.125,10.239999771118164
2025-12-03,0.446,10.260000228881836
2025-12-02,0.45,10.34000015258789
2025-11-26,0.1,9.979999542236328
2025-11-25,0.575,9.979999542236328
2025-11-24,0.2311,9.960000038146973
2025-11-21,0.175,9.9399995803833
2025-11-17,0.25,9.920000076293945
2025-11-14,0.4,9.930000305175781
2025-11-13,0.425,9.949999809265137
2025-11-12,0.198,9.9399995803833
2025-11-11,0.3583,9.90999984741211
2025-11-10,0.34,9.9399995803833
2025-11-09,0.19,9.9399995803833
2025-11-07,0.2,9.90999984741211
2025-11-05,0.2,9.920000076293945
2025-11-03,0.2,9.949999809265137
2025-11-02,0.25,9.949999809265137
2025-11-01,0.12,9.949999809265137
2025-10-31,0.1333,9.869999885559082
2025-10-30,0.2,9.890000343322754
2025-10-29,0.35,9.869999885559082
2025-10-28,0.1,9.880000114440918
2025-10-27,0.6,9.90999984741211
2025-10-26,0.4,9.90999984741211
2025-10-22,0.3333,9.859999656677246
2025-10-21,0.3475,9.899999618530273
2025-10-19,0.1,9.899999618530273
2025-10-17,0.46,9.890000343322754
2025-10-16,0.0,9.920000076293945
2025-10-13,0.2,9.930000305175781
2025-10-09,0.1,10.0
2025-10-03,0.85,10.0
2025-10-02,0.6333,9.979999542236328
2025-10-01,0.26,9.949999809265137
2025-09-30,0.2833,9.90999984741211
2025-09-29,0.2933,9.90999984741211
2025-09-26,0.25,9.890000343322754
2025-09-24,0.2,9.829999923706055
2025-09-23,0.15,9.819999694824219
2025-09-19,0.58,9.800000190734863
2025-09-17,0.49,9.9399995803833
2025-09-12,0.2,9.869999885559082
2025-09-11,0.6,9.770000457763672
2025-09-09,0.225,9.737894058227539
2025-09-08,-0.35,9.699097633361816
2025-09-03,0.1333,9.679698944091797
2025-09-02,0.35,9.757291793823242
2025-08-30,0.25,9.757291793823242
2025-08-29,0.125,9.602106094360352
2025-08-28,-0.125,9.650601387023926
2025-08-27,0.1245,9.495416641235352
2025-08-26,0.225,9.456620216369629
2025-08-21,0.63,9.485716819763184
2025-08-20,0.325,9.505115509033203
2025-08-19,0.4,9.505115509033203
2025-08-14,0.1,9.543911933898926
2025-08-13,0.3633,9.563309669494629
2025-08-12,0.2,9.417823791503906
2025-08-06,0.2817,9.340230941772461
2025-08-05,0.3,9.369327545166016
2025-08-01,0.075,9.31113338470459
2025-07-31,0.1,9.107452392578125
2025-07-25,0.2167,9.252939224243164
2025-07-22,0.2,9.243239402770996
2025-07-21,0.6,9.233541488647461
2025-07-18,0.6,9.233541488647461
2025-07-17,0.39,9.243239402770996
2025-07-15,0.3811,9.359628677368164
2025-07-14,0.5,9.427522659301758
2025-07-11,0.2,9.398425102233887
2025-07-10,0.0,9.43722152709961
2025-07-09,0.25,9.408123970031738
2025-07-08,0.35,9.408123970031738
2025-07-07,0.235,9.427522659301758
2025-07-04,0.8,9.446920394897461
2025-07-03,0.55,9.505115509033203
2025-07-01,0.0933,9.427522659301758
2025-06-30,0.35,9.408123970031738
2025-06-26,0.1,9.514814376831055
2025-06-24,0.35,9.505115509033203
2025-06-23,0.345,9.379027366638184
2025-06-16,-0.4,9.301434516906738
2025-06-12,0.5133,9.476018905639648
2025-06-11,0.68,9.408123970031738
2025-06-10,0.0,9.369327545166016
2025-06-09,0.2,9.388726234436035
2025-06-03,0.0,9.46631908416748
2025-05-29,-0.35,9.57300853729248
2025-05-28,-0.2,9.543911933898926
2025-05-27,0.1755,9.553610801696777
2025-05-26,0.15,9.621504783630371
2025-05-21,0.17,9.699097633361816
2025-05-20,0.315,9.737894058227539
2025-05-19,0.4133,9.834884643554688
2025-05-14,0.36,9.893078804016113
2025-05-13,0.3,9.893078804016113
2025-05-08,0.25,9.582708358764648
2025-05-07,0.4,9.699097633361816
2025-05-06,0.1,9.660301208496094
2025-05-05,0.1,9.699097633361816
2025-05-02,0.08,9.689397811889648
2025-05-01,0.225,9.689397811889648
2025-04-30,0.415,9.689397811889648
2025-04-28,-0.06,9.689397811889648
2025-04-25,-0.1,9.57300853729248
2025-04-24,0.21,9.650601387023926
2025-04-23,0.4,9.650601387023926
2025-04-22,0.46,9.650601387023926
2025-04-21,0.1,9.679698944091797
2025-04-18,0.0,9.718496322631836
2025-04-17,-0.1,9.57300853729248
2025-04-16,0.3,9.543911933898926
2025-04-15,0.355,9.640902519226074
2025-04-14,0.515,9.5924072265625
2025-04-11,0.15,9.524513244628906
2025-04-10,0.125,9.689397811889648
2025-04-08,0.42,9.582708358764648
2025-04-05,0.58,9.582708358764648
2025-04-04,-0.285,9.931875228881836
2025-04-03,0.3167,9.951273918151855
2025-04-02,0.275,10.009468078613281
2025-03-28,0.2125,9.815485954284668
2025-03-27,0.1,10.048264503479004
2025-03-26,0.3,9.87368106842041
2025-03-25,0.47,9.912477493286133
2025-03-21,-0.4,9.87368106842041
2025-03-20,0.18,9.87368106842041
2025-03-19,0.325,10.048264503479004
2025-03-18,0.4,10.048264503479004
2025-03-17,0.35,10.106459617614746
2025-03-07,0.064,10.00711727142334
2025-03-04,0.1833,9.969496726989746
2025-03-03,0.3375,10.04473876953125
2025-03-02,0.68,10.04473876953125
2025-02-27,0.3427,10.025928497314453
2025-02-26,0.428,10.063549041748047
2025-02-24,0.25,9.856634140014648
2025-02-22,-0.4,9.856634140014648
2025-02-20,0.0667,9.819013595581055
2025-02-19,-0.2533,9.875444412231445
2025-02-18,-0.1938,9.913065910339355
2025-02-17,0.1167,9.931876182556152
2025-02-14,0.48,9.931876182556152
2025-02-13,-0.2,9.894255638122559
2025-02-12,0.54,9.969496726989746
