Date,Close,Sentiment_Free_Malaysia_Today,Sentiment_The_Star,Sentiment_Yahoo_Finance,Sentiment_i3Investor
2026-04-23,4.840000152587891,0.0,0.0,0.0,0.0
2026-04-22,4.760000228881836,0.0,0.0,0.0,0.5667
2026-04-21,,0.0,0.0,0.0,0.2
2026-04-20,4.690000057220459,0.0,0.0,0.0,0.15
2026-04-17,4.679999828338623,0.0,0.0,0.0,0.25
2026-04-16,4.619999885559082,0.0,0.0,0.0,-0.25
2026-04-15,4.599999904632568,0.0,0.0,0.0,0.35
2026-04-14,4.639999866485596,0.0,0.0,0.0,-0.1
2026-04-13,4.599999904632568,0.0,0.0,0.0,0.05
2026-04-10,4.650000095367432,0.0,0.0,0.0,-0.35
2026-04-09,4.599999904632568,0.0,0.0,0.0,0.0
2026-04-08,4.699999809265137,0.0,0.0,0.0,0.1
2026-04-07,4.599999904632568,0.0,0.0,0.0,-0.35
2026-04-06,4.639999866485596,0.0,0.7,0.0,-0.1
2026-04-03,4.659999847412109,0.0,-0.025,0.0,-0.125
2026-04-02,4.710000038146973,0.0,0.0,0.0,0.175
2026-04-01,4.769999980926514,0.0,0.12,0.0,0.2
2026-03-31,4.679999828338623,0.0,0.0625,0.0,0.65
2026-03-30,4.659999847412109,0.0,0.1,0.0,0.0
2026-03-27,4.800000190734863,0.0,0.0,0.0,0.0
2026-03-26,4.820000171661377,0.0,0.0,0.0,0.0833
2026-03-25,4.929999828338623,0.0,0.1,0.0,0.0
2026-03-24,4.860000133514404,0.0,0.0,0.0,0.1
2026-03-20,4.869999885559082,0.0,0.0,0.0,0.0
2026-03-19,4.869999885559082,0.0,0.0,0.0,0.0
2026-03-18,4.929999828338623,0.0,0.0,0.0,0.1
2026-03-17,4.860000133514404,0.0,0.15,0.0,0.0
2026-03-16,4.800000190734863,0.0,0.0,0.0,0.0
2026-03-13,4.789999961853027,0.0,0.0,0.0,0.05
2026-03-12,4.809999942779541,0.0,0.0,0.0,0.0
2026-03-11,4.75,0.0,0.1,0.0,0.1
2026-03-10,4.75,0.0,-0.15,0.0,-0.45
2026-03-09,4.623202800750732,0.0,-0.2625,0.0,0.0
2026-03-06,4.75,0.0,0.0,0.0,0.075
2026-03-05,4.779260635375977,0.0,-0.2,0.0,0.0833
2026-03-04,4.720739364624023,0.0,0.4,0.0,0.1
2026-03-03,4.769506931304932,0.0,-0.075,0.0,-0.175
2026-03-02,4.73049259185791,0.0,0.0,0.0,-0.175
2026-02-27,4.808521270751953,0.0,0.0,0.0,0.2
2026-02-26,4.876796722412109,0.0,-0.1,0.0,0.2571
2026-02-25,4.828028678894043,0.0,0.14,0.0,0.2
2026-02-24,4.964579105377197,0.0,0.0,0.0,0.15
2026-02-23,4.954825401306152,0.0,0.25,0.15,0.0
2026-02-20,4.906057357788086,0.0,0.0,0.0,0.0
2026-02-19,4.935317993164063,0.0,0.0,0.0,0.0
2026-02-16,4.925564765930176,0.0,0.0,0.0,-0.1267
2026-02-13,4.915811061859131,0.0,0.0,0.0,0.0
2026-02-12,5.003593444824219,0.0,0.0,0.0,0.0
2026-02-11,5.0133466720581055,0.0,0.0,0.0,0.0
2026-02-10,4.984086036682129,0.0,0.0,0.0,0.3125
2026-02-09,4.954825401306152,0.0,0.0,0.0,0.45
2026-02-06,4.847535610198975,0.0,0.0,0.0,0.0
2026-02-05,4.779260635375977,0.0,0.0,0.0,0.0
2026-02-04,4.7890143394470215,0.0,0.0,0.0,0.325
2026-02-03,4.828028678894043,0.0,-0.15,0.0,0.1333
2026-01-30,4.75,0.0,0.4,0.0,-0.2
2026-01-29,4.73049259185791,0.0,0.125,0.0,0.1
2026-01-28,4.828028678894043,0.0,0.0,0.0,0.0
2026-01-27,4.876796722412109,0.0,0.0,0.0,0.45
2026-01-26,4.75,0.0,0.65,0.0,0.25
2026-01-23,4.662217617034912,0.0,0.0,0.0,0.65
2026-01-22,4.662217617034912,0.0,0.1,0.0,0.0
2026-01-21,4.623202800750732,0.0,0.0,0.0,-0.275
2026-01-20,4.603695869445801,0.0,0.0,0.0,0.0
2026-01-19,4.613449573516846,0.0,0.0,0.0,-0.1
2026-01-16,4.613449573516846,0.0,-0.3,0.0,0.65
2026-01-15,4.632956981658936,0.0,0.0,0.0,0.0
2026-01-14,4.554928302764893,0.0,0.0,0.0,0.45
2026-01-13,4.525667190551758,0.0,0.1,0.0,0.0
2026-01-12,4.47689962387085,0.0,0.0,0.0,0.45
2026-01-09,4.467145442962647,0.0,0.0,0.0,0.1
2026-01-08,4.379363059997559,0.0,0.0,0.0,0.0
2026-01-07,4.418377876281738,0.0,0.0,0.0,0.2
2026-01-06,4.408624172210693,0.0,0.0,0.0,0.45
2026-01-05,4.447638511657715,0.0,0.0,0.3,0.275
2026-01-02,4.379363059997559,0.0,0.0,0.0,0.0
2025-12-31,4.428131103515625,0.0,0.6,0.0,0.0
2025-12-30,4.428131103515625,0.0,0.0,0.0,-0.6
2025-12-29,4.398870944976807,0.0,0.1,0.0,0.0
2025-12-26,4.408624172210693,0.0,0.0,0.0,0.0
2025-12-24,4.408624172210693,0.0,0.0,0.0,0.05
2025-12-23,4.408624172210693,0.0,0.0,0.0,0.0
2025-12-22,4.418377876281738,0.0,0.0,0.0,0.325
2025-12-19,4.408624172210693,0.0,0.0,0.0,0.0
2025-12-18,4.301334381103516,0.0,0.0,0.0,0.2
2025-12-17,4.301334381103516,0.0,0.6,0.0,0.0
2025-12-16,4.359856128692627,0.0,0.0,0.0,0.45
2025-12-15,4.379363059997559,0.0,0.0,0.0,0.3333
2025-12-12,4.359856128692627,0.0,0.0,0.0,0.325
2025-12-11,4.3110880851745605,0.0,0.0,0.0,0.0
2025-12-10,4.262320041656494,0.0,0.0,0.0,0.0
2025-12-09,4.262320041656494,0.0,0.25,0.0,0.0
2025-12-08,4.262320041656494,0.0,0.0,0.0,0.0
2025-12-05,4.281827449798584,0.0,0.0,0.0,-0.1
2025-12-04,4.281827449798584,0.0,0.1,0.0,0.45
2025-12-03,4.33059549331665,0.0,0.0,0.0,0.225
2025-12-02,4.301334381103516,0.0,0.2,0.0,0.275
2025-12-01,4.252566814422607,0.0,0.1,0.0,0.1
2025-11-28,4.2428131103515625,0.0,0.0,0.0,0.0
2025-11-27,4.2428131103515625,0.0,0.0,0.0,0.45
2025-11-26,4.272073745727539,0.0,0.0,0.0,0.0
2025-11-25,4.194045066833496,0.0,0.0,0.0,0.0
2025-11-24,4.194045066833496,0.0,0.0,0.0,0.0
2025-11-21,4.1745381355285645,0.0,0.0,0.0,0.0
2025-11-20,4.194045066833496,0.0,0.0,0.0,0.1
2025-11-19,4.1745381355285645,0.0,0.0,0.4,0.0
2025-11-18,4.14527702331543,0.0,-0.05,0.0,0.1417
2025-11-17,4.194045066833496,0.0,0.2,0.0,0.05
2025-11-14,4.184291362762451,0.0,0.0,0.0,0.0
2025-11-13,4.194045066833496,0.0,0.0,0.0,0.0
2025-11-12,4.16478443145752,0.0,0.1,0.0,0.0
2025-11-11,4.194045066833496,0.0,0.0,0.0,0.0
2025-11-10,4.16478443145752,0.0,0.1,0.0,0.0
2025-11-07,4.16478443145752,0.0,0.0,0.0,-0.1
2025-11-06,4.155030727386475,0.0,0.0,0.0,0.0
2025-11-05,4.233059406280518,0.0,0.0,0.0,0.0
2025-11-04,4.155030727386475,0.0,0.0,0.0,0.0
2025-11-03,4.135523319244385,0.0,0.0,0.0,0.1
2025-10-31,4.116015911102295,0.0,0.525,0.0,0.0
2025-10-30,4.116015911102295,0.0,0.0,0.0,0.0
2025-10-29,4.086755752563477,0.0,0.0,0.0,-0.25
2025-10-28,4.106262683868408,0.0,0.0,0.0,0.0
2025-10-27,4.116015911102295,0.0,0.0,0.0,0.0
2025-10-24,4.116015911102295,0.0,0.0,0.0,0.0
2025-10-23,4.106262683868408,0.0,0.0,0.0,0.0
2025-10-22,4.106262683868408,0.0,0.0,0.0,0.2375
2025-10-21,4.16478443145752,0.0,0.0,0.0,0.5375
2025-10-17,4.096508979797363,0.0,0.0,0.0,0.0
2025-10-16,4.116015911102295,0.0,0.0,0.0,0.0
2025-10-15,4.096508979797363,0.0,0.0,0.0,0.0
2025-10-14,4.106262683868408,0.0,0.0,0.0,0.0
2025-10-13,4.116015911102295,0.0,0.0,0.0,0.0
2025-10-10,4.194045066833496,0.0,0.0,0.0,0.0167
2025-10-09,4.184291362762451,0.0,0.0,0.3,0.0
2025-10-08,4.233059406280518,0.0,0.0,0.0,0.0
